height_cm,weight_kg,bmi,shoulder_width_ratio,hip_width_ratio,torso_length_ratio,leg_length_ratio,arm_length_ratio,shoulder_hip_ratio,torso_leg_ratio,back_length_ratio,belly_width_ratio,neck_width_ratio,upper_arm_ratio,thigh_ratio,inseam_ratio,arm_span_ratio,chest,waist,hip,shoulder_width_cm,back_length,inseam,thigh_circumference,neck_circumference,arm_circumference,gender_male
173.2,80.4,26.8228,0.2601,0.1877,0.2937,0.4652,0.3494,1.3861,0.6315,0.2761,0.167,0.0722,0.1922,0.2558,0.4395,0.959,99.3,85.9,102.1,45.0,47.8,76.1,57.1,39.3,34.2,1.0
178.9,75.8,23.691,0.257,0.1814,0.2907,0.4638,0.3489,1.4172,0.6268,0.2724,0.1621,0.0694,0.1919,0.2551,0.4369,0.9548,100.2,86.7,101.9,46.0,48.7,78.1,56.9,39.0,32.2,1.0
151.4,51.4,22.4122,0.2359,0.1901,0.2826,0.4635,0.3381,1.241,0.6097,0.2644,0.1553,0.0665,0.186,0.2549,0.4361,0.9121,84.0,66.1,90.3,35.7,40.0,66.0,49.3,31.6,25.4,0.0
158.6,67.3,26.7492,0.2415,0.202,0.2797,0.4656,0.3376,1.1953,0.6007,0.2653,0.1638,0.0705,0.1857,0.2561,0.4438,0.9168,92.8,72.7,100.6,38.3,42.1,70.4,55.0,35.1,28.5,0.0
155.4,62.4,25.8419,0.2418,0.2014,0.2787,0.4598,0.3415,1.2005,0.6061,0.2665,0.1622,0.0678,0.1878,0.2529,0.4401,0.9249,89.2,73.4,98.3,37.6,41.4,68.4,53.6,33.1,27.7,0.0
178.9,71.6,22.3662,0.251,0.1792,0.2887,0.463,0.3464,1.4002,0.6236,0.2734,0.1553,0.0681,0.1905,0.2546,0.445,0.9438,98.7,83.5,100.7,44.9,48.9,79.6,55.3,38.3,32.5,1.0
161.2,57.8,22.2262,0.2382,0.1925,0.2841,0.4616,0.3418,1.2377,0.6156,0.2606,0.1483,0.0654,0.188,0.2539,0.4369,0.9218,87.7,70.7,97.5,38.4,42.0,70.4,53.2,33.1,27.2,0.0
156.5,68.9,28.1336,0.2392,0.2095,0.2789,0.471,0.339,1.1418,0.5921,0.2617,0.172,0.0709,0.1864,0.2591,0.437,0.9171,93.8,73.8,103.0,37.4,41.0,68.4,57.9,34.9,29.0,0.0
163.2,67.8,25.464,0.2601,0.1836,0.293,0.4552,0.351,1.4163,0.6436,0.2734,0.1669,0.071,0.193,0.2504,0.435,0.962,90.4,80.8,94.1,42.4,44.6,71.0,52.7,36.4,31.6,1.0
161.1,64.2,24.7321,0.2436,0.1998,0.2807,0.4606,0.3393,1.219,0.6095,0.2643,0.1617,0.0671,0.1866,0.2534,0.4356,0.9221,92.0,72.2,101.1,39.2,42.6,70.2,54.9,34.0,27.8,0.0
156.9,51.5,20.9401,0.2376,0.1806,0.2782,0.4583,0.3367,1.3156,0.607,0.2632,0.154,0.0634,0.1852,0.2521,0.437,0.9109,83.7,67.5,89.0,37.3,41.3,68.6,50.3,31.2,25.5,0.0
157.2,71.3,28.8528,0.2422,0.2105,0.283,0.4571,0.339,1.1505,0.6191,0.2573,0.1737,0.0717,0.1865,0.2514,0.4364,0.9202,95.3,73.7,103.9,38.1,40.4,68.6,57.0,35.4,29.7,0.0
172.8,65.7,22.0229,0.2532,0.1787,0.2869,0.4651,0.3469,1.4168,0.6168,0.2734,0.1604,0.0686,0.1908,0.2558,0.4446,0.9469,91.8,79.1,96.9,43.7,47.2,76.8,52.2,37.2,30.5,1.0
164.6,54.2,20.0008,0.2384,0.182,0.2809,0.4588,0.3395,1.3101,0.6121,0.2647,0.146,0.0629,0.1867,0.2524,0.4391,0.9173,86.8,69.0,94.0,39.2,43.6,72.3,53.4,32.5,26.7,0.0
164.1,78.3,29.0826,0.2477,0.2073,0.2819,0.463,0.3341,1.1946,0.6088,0.2641,0.1692,0.0717,0.1837,0.2546,0.4368,0.9158,97.5,80.0,106.8,40.6,43.3,71.7,58.1,36.9,31.1,0.0
156.5,47.7,19.4863,0.2368,0.1833,0.2837,0.4588,0.3352,1.2918,0.6183,0.2603,0.1422,0.0626,0.1844,0.2523,0.4382,0.9072,81.0,64.1,90.1,37.1,40.7,68.6,48.7,30.8,24.4,0.0
157.4,44.0,17.7741,0.2323,0.1752,0.2805,0.461,0.3355,1.3261,0.6085,0.2631,0.1457,0.0609,0.1845,0.2535,0.4382,0.9034,79.6,62.3,86.6,36.6,41.4,69.0,48.2,30.1,24.4,0.0
162.7,56.5,21.3536,0.2377,0.1867,0.2769,0.4665,0.3412,1.2732,0.5935,0.2639,0.1488,0.0638,0.1877,0.2566,0.4329,0.9202,88.2,68.3,95.4,38.7,42.9,70.4,53.4,32.6,26.9,0.0
174.8,83.9,27.4629,0.2604,0.1897,0.2946,0.4656,0.3436,1.3726,0.6327,0.272,0.1685,0.0734,0.189,0.2561,0.4382,0.9476,103.4,89.2,104.1,45.5,47.5,76.6,59.0,40.3,33.9,1.0
159.1,47.2,18.6601,0.2512,0.1654,0.2886,0.4604,0.3498,1.5188,0.6268,0.2737,0.1438,0.0636,0.1924,0.2532,0.44,0.9508,81.0,67.0,82.6,40.0,43.5,70.0,46.3,31.8,26.2,1.0
158.0,58.7,23.5143,0.2397,0.1918,0.2828,0.4627,0.3355,1.2494,0.6112,0.2609,0.1614,0.0669,0.1845,0.2545,0.4396,0.9106,88.8,72.4,95.2,37.9,41.2,69.5,53.0,33.2,27.2,0.0
157.6,48.7,19.6252,0.2326,0.1804,0.2806,0.4653,0.3308,1.2898,0.6031,0.2604,0.1489,0.0623,0.182,0.2559,0.437,0.8943,83.8,64.3,89.3,36.7,41.0,68.9,48.6,30.9,25.0,0.0
173.8,49.3,16.3165,0.2497,0.1604,0.2875,0.4664,0.3474,1.5567,0.6165,0.2758,0.1386,0.0622,0.1911,0.2565,0.4401,0.9445,83.4,70.1,87.5,43.4,47.9,76.5,48.3,34.0,27.5,1.0
154.5,41.0,17.1832,0.2298,0.1747,0.2819,0.4646,0.3383,1.3158,0.6067,0.2623,0.1406,0.0601,0.186,0.2555,0.4355,0.9064,76.7,59.8,84.7,35.5,40.5,67.3,47.9,29.1,23.6,0.0
159.2,56.7,22.3554,0.2339,0.1902,0.2828,0.4617,0.3382,1.23,0.6125,0.2614,0.1533,0.0652,0.186,0.254,0.4394,0.9103,87.2,66.2,95.1,37.3,41.6,70.0,52.2,32.6,26.9,0.0
163.6,72.9,27.2411,0.2453,0.2037,0.282,0.4595,0.3413,1.2045,0.6137,0.2605,0.1715,0.0702,0.1877,0.2528,0.4383,0.9278,96.1,79.8,104.7,40.1,42.6,71.7,59.7,36.1,29.4,0.0
155.3,48.1,19.9641,0.2348,0.1816,0.2807,0.4734,0.3333,1.293,0.5929,0.2589,0.1509,0.0639,0.1833,0.2604,0.4402,0.9014,80.5,62.6,88.5,36.5,40.2,68.3,48.5,31.2,24.9,0.0
160.0,64.3,25.1316,0.2414,0.1975,0.2792,0.461,0.3379,1.2225,0.6058,0.2575,0.1585,0.0682,0.1859,0.2535,0.4421,0.9173,90.0,74.2,99.2,38.6,41.2,70.7,56.4,34.3,27.8,0.0
155.6,53.9,22.2892,0.2371,0.1895,0.2825,0.455,0.3372,1.2513,0.621,0.2653,0.1604,0.0659,0.1855,0.2502,0.4361,0.9116,86.9,67.5,92.6,36.9,41.3,67.8,50.9,32.2,25.8,0.0
147.4,67.3,30.968,0.247,0.2121,0.2795,0.4621,0.3364,1.1647,0.6048,0.2665,0.1816,0.0733,0.185,0.2542,0.4387,0.9199,90.1,73.2,98.1,36.4,39.3,64.7,54.6,33.9,27.1,0.0
175.4,70.9,23.0434,0.2522,0.1779,0.2915,0.4659,0.3466,1.4181,0.6257,0.2734,0.1585,0.0687,0.1906,0.2562,0.4447,0.9454,96.9,81.9,98.0,44.2,48.0,78.0,54.2,37.8,32.7,1.0
154.2,57.5,24.1911,0.2413,0.1978,0.2784,0.4564,0.336,1.22,0.6099,0.2683,0.1604,0.0681,0.1848,0.251,0.4313,0.9134,86.4,70.9,95.8,37.2,41.4,66.5,52.7,33.0,26.9,0.0
142.8,43.8,21.4822,0.2354,0.1852,0.2821,0.4554,0.3392,1.271,0.6195,0.2676,0.1521,0.0647,0.1866,0.2505,0.4317,0.9138,77.9,61.3,83.0,33.6,38.2,61.6,46.6,29.0,23.9,0.0
175.9,61.6,19.9267,0.251,0.1685,0.2947,0.4725,0.3559,1.49,0.6237,0.2781,0.1495,0.0656,0.1957,0.2599,0.444,0.9627,91.1,79.5,93.0,44.1,48.9,78.1,52.1,36.3,29.6,1.0
164.5,63.0,23.2605,0.2545,0.1799,0.2943,0.4619,0.3426,1.4144,0.6372,0.2715,0.1638,0.0701,0.1884,0.254,0.44,0.9396,90.3,73.7,93.0,41.9,44.7,72.4,51.8,36.2,29.9,1.0
162.6,77.4,29.2854,0.2593,0.1951,0.2889,0.4612,0.3516,1.3288,0.6265,0.2804,0.175,0.0748,0.1934,0.2537,0.444,0.9625,96.8,81.8,99.6,42.1,45.6,72.2,54.4,38.2,33.1,1.0
155.2,66.2,27.479,0.2403,0.2024,0.2811,0.4677,0.3402,1.1873,0.601,0.2659,0.1691,0.0706,0.1871,0.2573,0.437,0.9208,92.3,72.1,98.6,37.3,41.3,67.8,56.5,34.4,28.5,0.0
157.0,42.8,17.3612,0.2302,0.176,0.285,0.4655,0.3366,1.3081,0.6123,0.2648,0.1406,0.0612,0.1851,0.256,0.438,0.9033,76.7,62.5,86.7,36.1,41.6,68.8,47.3,30.2,23.1,0.0
179.9,84.8,26.21,0.2568,0.1877,0.2936,0.4677,0.3505,1.3683,0.6278,0.2728,0.1683,0.072,0.1928,0.2573,0.4406,0.9578,101.7,86.5,106.0,46.2,49.1,79.2,59.6,40.6,34.3,1.0
183.9,66.4,19.64,0.253,0.1695,0.2926,0.4774,0.3484,1.4927,0.6128,0.2764,0.1453,0.0654,0.1916,0.2626,0.4393,0.9499,95.4,80.1,97.9,46.5,50.8,80.8,56.4,37.8,30.8,1.0
173.2,61.0,20.3385,0.2456,0.1682,0.2923,0.4713,0.3491,1.4602,0.6203,0.272,0.1516,0.0668,0.192,0.2592,0.4448,0.9438,89.2,75.3,91.4,42.5,47.1,77.0,50.8,36.3,29.8,1.0
157.4,56.8,22.9413,0.2355,0.1966,0.2807,0.467,0.3346,1.1982,0.601,0.2655,0.1629,0.0659,0.1841,0.2569,0.4306,0.9048,87.5,69.1,97.2,37.1,41.8,67.8,53.6,32.6,26.7,0.0
177.6,83.3,26.3907,0.2566,0.1881,0.2918,0.4674,0.3443,1.3645,0.6243,0.278,0.1659,0.0719,0.1893,0.2571,0.4422,0.9452,102.3,87.1,104.9,45.6,49.4,78.5,59.3,40.1,35.0,1.0
168.5,78.0,27.4872,0.2418,0.2065,0.282,0.464,0.342,1.1711,0.6078,0.261,0.1711,0.0696,0.1881,0.2552,0.4363,0.9259,101.1,79.8,109.2,40.7,44.0,73.5,59.5,36.8,31.3,0.0
152.4,60.5,26.0758,0.2363,0.2014,0.2835,0.4597,0.3381,1.1731,0.6167,0.27,0.1666,0.0688,0.1859,0.2528,0.4376,0.9124,85.7,68.7,96.4,36.0,41.1,66.7,53.3,32.9,27.5,0.0
163.8,72.1,26.8524,0.2429,0.2047,0.2804,0.4663,0.336,1.1864,0.6013,0.2628,0.1724,0.069,0.1848,0.2565,0.4298,0.9149,93.8,75.1,105.3,39.8,43.1,70.4,59.0,35.5,30.1,0.0
159.1,68.0,26.8868,0.2557,0.1901,0.2899,0.4646,0.3549,1.3451,0.6239,0.275,0.167,0.072,0.1952,0.2555,0.4396,0.9654,92.1,82.2,94.9,40.7,43.7,69.9,52.3,36.0,29.8,1.0
164.5,62.9,23.2484,0.2502,0.1748,0.2901,0.4629,0.3478,1.4314,0.6267,0.2718,0.1572,0.0699,0.1913,0.2546,0.4404,0.9458,89.6,77.9,90.3,41.2,44.7,72.5,52.0,36.1,30.3,1.0
172.5,54.0,18.1514,0.2465,0.1646,0.2928,0.4575,0.3499,1.4977,0.6399,0.273,0.1409,0.0633,0.1924,0.2516,0.4457,0.9463,86.5,70.7,89.1,42.5,47.1,76.9,48.6,34.3,28.3,1.0
170.6,101.7,34.9502,0.2702,0.2059,0.2894,0.4737,0.3501,1.3126,0.611,0.2786,0.1924,0.0798,0.1926,0.2606,0.4387,0.9705,106.5,93.4,110.3,46.1,47.5,74.9,63.6,42.8,36.9,1.0
168.1,73.4,25.9674,0.2408,0.201,0.2786,0.4694,0.3345,1.1984,0.5936,0.2616,0.1615,0.0688,0.184,0.2582,0.4371,0.9097,96.1,76.2,106.1,40.5,44.0,73.5,60.0,36.3,29.9,0.0
170.2,65.2,22.5228,0.2531,0.1776,0.2893,0.466,0.3473,1.4247,0.6208,0.2747,0.1648,0.069,0.191,0.2563,0.4396,0.9477,91.6,78.2,94.9,43.1,46.8,74.8,52.9,36.9,30.8,1.0
154.6,65.0,27.2007,0.2415,0.2058,0.2826,0.4556,0.3364,1.1732,0.6204,0.2614,0.1656,0.0687,0.185,0.2506,0.441,0.9142,90.3,70.8,99.9,37.3,40.4,68.2,55.3,33.3,27.7,0.0
149.5,50.5,22.6227,0.2403,0.1905,0.2825,0.46,0.3374,1.2613,0.6141,0.263,0.1534,0.066,0.1856,0.253,0.439,0.9152,82.0,65.5,89.4,35.9,39.3,65.6,49.5,31.0,25.4,0.0
153.0,37.5,16.0,0.2287,0.1686,0.2836,0.4693,0.3389,1.3568,0.6044,0.2654,0.1337,0.0576,0.1864,0.2581,0.4356,0.9065,73.7,59.8,81.0,35.0,40.6,66.6,44.4,27.7,22.7,0.0
174.7,69.1,22.6508,0.2513,0.177,0.2878,0.4635,0.3426,1.4195,0.621,0.274,0.1571,0.069,0.1884,0.2549,0.4382,0.9365,94.4,80.1,97.1,43.9,47.9,76.5,56.0,37.8,31.5,1.0
174.0,72.9,24.0875,0.2559,0.1828,0.287,0.4672,0.3543,1.3997,0.6143,0.2745,0.1591,0.0697,0.1948,0.2569,0.443,0.9645,98.3,80.7,99.9,44.5,47.7,77.1,55.2,38.1,31.5,1.0
172.9,78.3,26.2026,0.2584,0.186,0.2928,0.4684,0.3451,1.3893,0.6251,0.2671,0.1663,0.0722,0.1898,0.2576,0.44,0.9487,98.8,84.1,101.0,44.7,46.2,76.1,56.9,39.2,33.0,1.0
176.2,85.5,27.5369,0.2582,0.1882,0.2902,0.462,0.3506,1.3716,0.628,0.2702,0.1696,0.0732,0.1928,0.2541,0.4391,0.9593,102.3,88.6,104.1,45.5,47.6,77.4,58.7,40.5,34.1,1.0
174.3,87.7,28.8582,0.2562,0.1904,0.2893,0.4634,0.3445,1.3456,0.6244,0.2732,0.1746,0.0746,0.1895,0.2548,0.4404,0.9452,102.1,90.7,104.2,44.7,47.6,76.8,59.0,40.8,34.5,1.0
143.5,43.0,20.9105,0.2343,0.1867,0.2817,0.46,0.3354,1.2551,0.6124,0.2664,0.1484,0.0628,0.1845,0.253,0.4324,0.905,75.2,61.6,84.1,33.6,38.2,62.0,45.9,28.3,22.9,0.0
169.5,73.6,25.6169,0.258,0.1864,0.2931,0.4661,0.3525,1.3843,0.6289,0.2715,0.1679,0.0716,0.1938,0.2563,0.4356,0.9629,94.9,79.1,99.2,43.7,46.0,73.8,55.2,38.1,32.4,1.0
173.1,60.3,20.1299,0.2534,0.1724,0.2939,0.463,0.3506,1.4698,0.6347,0.2723,0.1523,0.0663,0.1928,0.2546,0.4345,0.9545,93.2,75.9,93.7,43.9,47.1,75.2,52.1,36.0,30.2,1.0
162.8,50.0,18.8548,0.2342,0.1776,0.2826,0.4641,0.3401,1.319,0.6089,0.2598,0.1462,0.0615,0.1871,0.2552,0.4409,0.9144,85.3,65.3,90.8,38.1,42.3,71.8,51.5,31.4,26.0,0.0
155.7,78.8,32.4836,0.2477,0.2203,0.2812,0.4635,0.3353,1.1247,0.6068,0.2639,0.1849,0.0743,0.1844,0.2549,0.4351,0.9183,98.1,80.2,107.7,38.6,41.1,67.8,60.0,36.3,30.9,0.0
157.5,72.1,29.0546,0.2427,0.2074,0.2793,0.4667,0.3401,1.17,0.5984,0.2596,0.1744,0.0713,0.187,0.2567,0.4365,0.9228,96.0,73.8,102.6,38.2,40.9,68.8,57.8,35.3,29.2,0.0
177.7,72.2,22.8683,0.254,0.1761,0.2916,0.4661,0.3483,1.4422,0.6257,0.2714,0.1568,0.0696,0.1916,0.2563,0.4434,0.9507,97.9,83.4,98.3,45.1,48.2,78.8,54.8,38.8,31.7,1.0
172.0,66.8,22.568,0.2374,0.1915,0.2823,0.4637,0.335,1.2398,0.6088,0.261,0.1497,0.065,0.1843,0.255,0.4339,0.9074,94.1,75.3,103.4,40.8,44.9,74.6,56.4,35.1,29.9,0.0
165.8,74.0,26.9324,0.2394,0.2056,0.2794,0.4645,0.3362,1.1647,0.6015,0.2622,0.164,0.07,0.1849,0.2555,0.4401,0.9118,98.2,77.1,107.0,39.7,43.5,72.9,58.3,36.4,29.9,0.0
161.4,85.9,32.9412,0.2482,0.2166,0.2816,0.4664,0.3442,1.1457,0.6038,0.2605,0.1779,0.0755,0.1893,0.2565,0.4376,0.9366,101.8,81.9,109.8,40.1,42.1,70.7,62.2,38.3,31.7,0.0
171.9,59.6,20.1845,0.2379,0.1841,0.2825,0.463,0.3375,1.2919,0.6101,0.2639,0.1492,0.063,0.1856,0.2547,0.4373,0.9129,91.8,71.2,99.4,40.9,45.4,75.2,55.1,34.0,27.3,0.0
174.2,59.6,19.6413,0.2524,0.1727,0.2896,0.4664,0.3452,1.4618,0.621,0.2743,0.15,0.065,0.1898,0.2565,0.4388,0.9427,90.2,77.0,94.4,44.0,47.8,76.4,50.1,35.6,29.9,1.0
159.7,47.7,18.711,0.2319,0.1813,0.2831,0.4675,0.3409,1.2791,0.6055,0.2657,0.1431,0.0626,0.1875,0.2571,0.4404,0.9137,81.2,65.5,90.9,37.0,42.4,70.3,48.1,31.4,24.9,0.0
166.2,83.0,30.0366,0.2637,0.1934,0.2886,0.4578,0.3527,1.3634,0.6304,0.2737,0.1766,0.0757,0.194,0.2518,0.4467,0.9692,99.2,85.7,101.0,43.8,45.5,74.2,57.8,39.5,33.5,1.0
165.4,60.2,21.9849,0.2366,0.1879,0.2809,0.466,0.3371,1.2592,0.6027,0.2635,0.157,0.0649,0.1854,0.2563,0.4332,0.9108,90.8,72.7,97.6,39.1,43.6,71.7,54.7,33.7,27.8,0.0
173.8,61.0,20.1935,0.2539,0.1678,0.2939,0.4669,0.3532,1.5128,0.6295,0.2747,0.1492,0.0661,0.1943,0.2568,0.4378,0.9604,91.0,76.4,91.6,44.1,47.8,76.1,52.0,36.1,29.9,1.0
172.4,78.1,26.2844,0.256,0.1851,0.2906,0.4626,0.3424,1.3827,0.6281,0.273,0.17,0.0721,0.1883,0.2545,0.4414,0.9408,99.0,85.8,100.2,44.1,47.1,76.1,56.9,39.0,34.2,1.0
153.3,70.7,30.0889,0.2469,0.2121,0.2852,0.4686,0.3329,1.1642,0.6086,0.2641,0.1729,0.0726,0.1831,0.2577,0.4422,0.9127,92.6,76.5,102.1,37.9,40.5,67.8,56.1,35.0,29.3,0.0
169.2,53.0,18.5234,0.2473,0.1616,0.2911,0.464,0.3489,1.5308,0.6275,0.2737,0.1491,0.0636,0.1919,0.2552,0.4434,0.9451,88.2,71.1,85.8,41.8,46.3,75.0,50.9,33.8,28.0,1.0
163.9,66.3,24.6562,0.2363,0.1977,0.2805,0.463,0.3387,1.1951,0.6059,0.2677,0.1645,0.0676,0.1863,0.2547,0.441,0.9137,93.4,74.0,101.8,38.7,43.9,72.3,56.2,34.8,28.5,0.0
147.7,51.9,23.7755,0.2408,0.1898,0.2769,0.4629,0.334,1.2691,0.5983,0.2624,0.1662,0.0666,0.1837,0.2546,0.4375,0.9088,82.8,65.8,88.0,35.6,38.8,64.6,50.7,30.9,25.9,0.0
153.5,65.1,27.6358,0.2408,0.2057,0.2826,0.463,0.341,1.1709,0.6104,0.2647,0.1765,0.0711,0.1875,0.2546,0.436,0.9227,90.7,71.5,99.1,37.0,40.6,66.9,54.0,34.3,28.1,0.0
159.7,52.0,20.3796,0.2367,0.1819,0.28,0.4624,0.3378,1.3013,0.6054,0.2624,0.1529,0.0639,0.1858,0.2543,0.4401,0.9124,85.7,65.9,91.2,37.8,41.9,70.3,51.0,32.0,25.8,0.0
157.9,66.6,26.7195,0.2399,0.2019,0.2838,0.4659,0.3384,1.1879,0.6091,0.268,0.1625,0.0693,0.1861,0.2562,0.441,0.9167,91.0,74.7,100.1,37.9,42.3,69.6,55.6,34.3,29.0,0.0
160.5,62.4,24.2233,0.2377,0.1959,0.2824,0.4613,0.3393,1.2137,0.6122,0.259,0.1627,0.0669,0.1866,0.2537,0.4362,0.9163,90.2,72.1,98.7,38.2,41.6,70.0,55.5,33.7,28.2,0.0
172.5,57.9,19.4473,0.252,0.17,0.2903,0.4745,0.3474,1.4826,0.6117,0.2777,0.1516,0.0653,0.1911,0.261,0.4424,0.9468,87.1,74.1,92.1,43.5,47.9,76.3,51.2,35.4,29.6,1.0
164.8,87.8,32.3332,0.2498,0.2196,0.284,0.4625,0.3358,1.1377,0.6141,0.2649,0.183,0.0751,0.1847,0.2544,0.4333,0.9214,101.4,83.8,113.6,41.2,43.7,71.4,62.0,38.9,32.4,0.0
163.6,70.7,26.4279,0.241,0.2006,0.2773,0.4604,0.3401,1.2015,0.6022,0.2644,0.1594,0.07,0.187,0.2532,0.4369,0.9212,95.2,75.0,103.0,39.4,43.2,71.5,57.1,36.0,29.3,0.0
157.0,72.7,29.4863,0.2422,0.2121,0.2875,0.4633,0.3359,1.1421,0.6205,0.2609,0.1733,0.0725,0.1848,0.2548,0.4376,0.9141,94.4,76.9,104.5,38.0,41.0,68.7,57.7,35.8,29.4,0.0
186.6,122.2,35.0997,0.2679,0.2083,0.29,0.4679,0.3509,1.286,0.6198,0.2724,0.1908,0.0814,0.193,0.2573,0.4409,0.9697,120.4,102.1,122.1,50.0,50.8,82.3,69.0,47.7,40.3,1.0
162.3,64.0,24.2945,0.2349,0.1956,0.2801,0.4628,0.3351,1.2008,0.6051,0.2645,0.1621,0.0674,0.1843,0.2546,0.4388,0.9051,92.1,72.4,99.6,38.1,42.9,71.2,54.5,34.3,28.0,0.0
163.9,47.1,17.5359,0.2306,0.1773,0.2833,0.4638,0.3374,1.3005,0.6108,0.2651,0.1402,0.0594,0.1856,0.2551,0.4377,0.9054,81.4,64.8,91.2,37.8,43.4,71.7,49.1,30.6,25.3,0.0
155.4,57.8,23.9172,0.2378,0.1945,0.2782,0.4605,0.3331,1.2229,0.6042,0.2632,0.1563,0.0672,0.1832,0.2533,0.4355,0.9041,88.5,69.0,94.9,37.0,40.9,67.7,51.7,32.8,27.3,0.0
168.7,54.7,19.1973,0.2513,0.1696,0.2903,0.4641,0.3487,1.4816,0.6253,0.2714,0.1442,0.0646,0.1918,0.2553,0.4407,0.9488,87.3,71.0,89.9,42.4,45.8,74.4,48.5,34.2,29.0,1.0
183.3,85.1,25.3536,0.2569,0.1829,0.2896,0.4647,0.3458,1.4045,0.6232,0.2732,0.1642,0.0708,0.1902,0.2556,0.4398,0.9485,102.1,87.9,105.3,47.1,50.1,80.6,59.9,40.7,35.1,1.0
161.0,53.5,20.6404,0.2366,0.1872,0.2865,0.4626,0.3363,1.2638,0.6192,0.2657,0.1498,0.0639,0.185,0.2544,0.446,0.9093,85.3,68.2,94.6,38.1,42.8,71.8,51.9,32.3,25.5,0.0
140.2,55.0,27.9843,0.2382,0.2061,0.2797,0.4546,0.3413,1.1557,0.6154,0.2617,0.1737,0.0716,0.1877,0.25,0.4383,0.9209,82.8,67.2,90.7,33.4,36.7,61.4,49.7,31.5,25.7,0.0
164.6,59.7,22.0233,0.2573,0.1774,0.2934,0.4618,0.3426,1.4504,0.6353,0.2715,0.149,0.0687,0.1884,0.254,0.4431,0.9424,89.0,76.0,91.7,42.4,44.7,72.9,50.9,35.5,29.4,1.0
174.8,71.2,23.2834,0.2543,0.1787,0.294,0.4676,0.3467,1.4227,0.6288,0.2677,0.1575,0.0686,0.1907,0.2572,0.4391,0.9477,95.0,81.2,98.1,44.5,46.8,76.8,54.6,37.7,31.0,1.0
161.5,66.4,25.4529,0.2402,0.2008,0.2802,0.461,0.3375,1.1965,0.6077,0.2619,0.1665,0.068,0.1856,0.2536,0.4402,0.9152,92.4,74.4,101.8,38.8,42.3,71.1,53.5,34.5,27.9,0.0
167.0,69.5,24.9148,0.2387,0.1994,0.2822,0.464,0.3406,1.1969,0.6081,0.2635,0.1571,0.0673,0.1873,0.2552,0.4349,0.9199,96.7,76.0,104.6,39.9,44.0,72.6,56.0,35.3,29.8,0.0
160.0,57.6,22.5124,0.2422,0.1889,0.2792,0.4611,0.3395,1.2824,0.6056,0.2607,0.1562,0.0651,0.1867,0.2536,0.4386,0.9211,87.7,68.9,94.9,38.7,41.7,70.2,52.7,32.7,26.5,0.0
160.2,60.2,23.4646,0.2402,0.1942,0.2818,0.4613,0.3404,1.2365,0.6109,0.26,0.1535,0.0667,0.1872,0.2537,0.4369,0.921,89.2,72.4,97.7,38.5,41.7,70.0,53.1,33.5,28.2,0.0
169.0,56.8,19.8964,0.2519,0.1694,0.2914,0.461,0.3476,1.4872,0.6321,0.273,0.144,0.0656,0.1912,0.2536,0.4416,0.9472,88.8,72.7,89.9,42.6,46.1,74.6,50.1,34.8,29.0,1.0
173.8,81.1,26.8432,0.2621,0.1899,0.29,0.4653,0.3497,1.3803,0.6232,0.2786,0.1692,0.0733,0.1923,0.2559,0.442,0.9615,98.3,84.2,103.7,45.6,48.4,76.8,58.3,40.0,34.1,1.0
156.5,40.5,16.5512,0.2316,0.172,0.2801,0.462,0.3394,1.3469,0.6064,0.2636,0.1354,0.059,0.1866,0.2541,0.4375,0.9104,75.4,60.0,84.5,36.3,41.3,68.5,45.7,29.0,23.9,0.0
169.4,74.3,25.9018,0.2592,0.1868,0.2947,0.4656,0.3439,1.3872,0.633,0.2732,0.1695,0.0729,0.1892,0.2561,0.4472,0.947,96.1,84.4,99.4,43.9,46.3,75.8,55.8,38.8,32.9,1.0
153.4,63.8,27.0894,0.2445,0.201,0.2807,0.4603,0.3353,1.2163,0.6098,0.2654,0.1706,0.0697,0.1844,0.2532,0.4329,0.9152,91.9,73.7,96.9,37.5,40.7,66.4,55.5,33.6,27.3,0.0
165.6,63.3,23.0536,0.2395,0.1928,0.2809,0.4602,0.3354,1.2421,0.6104,0.2621,0.1564,0.0661,0.1844,0.2531,0.4356,0.9102,92.0,70.3,100.3,39.7,43.4,72.2,54.5,34.4,27.7,0.0
177.8,65.9,20.8593,0.2501,0.1722,0.2911,0.4666,0.3443,1.4521,0.6238,0.268,0.1482,0.0661,0.1894,0.2566,0.4454,0.9386,92.4,81.6,96.1,44.5,47.7,79.2,53.6,36.9,30.7,1.0
154.2,47.2,19.8515,0.229,0.1857,0.2807,0.4588,0.3358,1.2331,0.6119,0.2626,0.1404,0.0631,0.1847,0.2523,0.4379,0.9006,80.7,64.2,89.9,35.3,40.5,67.5,48.3,30.5,24.6,0.0
181.1,86.0,26.2389,0.2579,0.1869,0.2937,0.4691,0.3469,1.3797,0.6261,0.2751,0.1648,0.0724,0.1908,0.258,0.4427,0.9517,101.4,91.5,106.3,46.7,49.8,80.2,59.5,41.1,35.7,1.0
168.3,63.4,22.3718,0.2541,0.1786,0.2885,0.4677,0.3472,1.4225,0.6167,0.2735,0.1582,0.0685,0.191,0.2573,0.4425,0.9485,90.5,77.4,94.4,42.8,46.0,74.5,51.8,36.2,30.6,1.0
